asin,brand,title,rating,reviewUrl,totalReviews,price,originalPrice,name,rating,date,verified,comment,body,helpfulVotes
B0033SFV5A,Samsung,Verizon or PagePlus Samsung Smooth U350 Great Condition Blue CDMA Cell Phone,3.3,https://www.amazon.com/product-reviews/B0033SFV5A,57,64.99,0,habblie,4,"December 25, 2004",FALSE,"works great, but don't dropt it","I've had this phone for over a year and I really like it. Having never been partial to flip phones, I can appreciate this Nokia's features. The color screen is very nice and all of the features are easy to use. The keylock is a simple two-button sequence though I do wish it had a timer for the keylock like my old phone. It has a lot of useful features, like a calculator, organizer, stopwatch and alarm, but the three games it has are too lame to play. The customizable features are nice, but lacking in variety. This isn't the ideal phone for a guy. You're few options are pretty girly. The ringtones also lack something to be desired, but there are a few decent ones. The battery life is pretty good, nothing special, but definitely not bad. It gets me through the average day without problems and sometimes lasts for several days. My parents, sisters, and husband all got fancy Samsung flip phones with cameras and all the toys, and I must say mine works better. The battery lasts MUCH longer and the recpetion is MUCH better. The downside to this cute phone is the case. It's made of very weak plastic that cracked in a few months. Also, if you're thinking about getting a different case for it, DON'T! Once you take it off, it will keep slipping off. It never attaches firmly again, and neither does the new case you bought. I've read this in other reviews too. Because of this, the last time I dropped it the back piece popped off and the battery flew out. Now my phone has issues. Drat. Overall, it's a great phone, if you're content with the simpler things in life. Who really uses the camera on thier phone anyway? I just reccommend buying a protective case for it and leaving it on and don't drop the delicate thing.",1
B003FCO9XE,Samsung,Samsung Smooth Verizon Wireless Prepaid Mobile Cell Camera Phone CDMA,2.6,https://www.amazon.com/product-reviews/B003FCO9XE,78,99.99,0,Zachary O. Toups,1,"November 29, 2004",FALSE,"Slow, annoying, fragile, heavy, and bulky...","1.) Slow - If you want to check your missed calls list, this phone feels compelled to inform you whether or not there are any new calls in the list...it does this for about 20 seconds. Of course, it will take you half a second to read the message...and you probably don't care about what it says. 2.) Annoying - Ever had anyone scream in your ear? That's a sensation I get from this phone on a regular basis. It has the nice ability to attach a voice tag to a phone number...a useful feature...when it works. About 80% of the time, it recognizes the number I ask for, the other 20% it lets me know that it doesn't understand...by screeching (next to my head). Want to know what that feels like with your phone? Turn the ringer up to the highest setting, hold the phone next to your ear, call your phone. Not pleasant. Add to this the fact that when you're searching one of the numerous menus on the phone (menus that have at least 5 items in them), the menu system uses up a whole screen to display one line of text. It has three lines available to it...but it uses one. What's next? What did you just pass? Go back and look, can't find out another way! 3.) Fragile - My phone is cracked. Why you ask? Because I took off the battery cover. Why did you take off the battery cover you ask? Because I wanted to write this review and that was the only way to find out the model number. 4.) Heavy - Speaks for itself...the phone weighs way too much. 5.) Bulky - Again, like heavy, speaks for itself. My recommendation: buy a better phone. This one will only make you cry at night.",4
B003P2VNAQ,Samsung,"Samsung Rugby II, Black (AT&T)",3.6,https://www.amazon.com/product-reviews/B003P2VNAQ,70,179,0,esti,2,"September 8, 2004",FALSE,Worth paying more for something else.,"I bought this phone about a year ago and have been using it ever since, on the Sprint PCS network, to replace an old TP2100. The first time I bought it, the phone was defective, so I had to get it replaced after a few days. I liked the phone okay at first, but I really wish I can go back in time and buy a better phone. Several issues: *mediocre reception. *rather bulky and unattractive. *cheap feel, cheaply made, cheap materials. *screen not easily visible in bright sunlight. *battery life marginal. I will go into a little detail about a few things. I get okay reception on this phone. It is NOT GOOD reception. The phone will work in areas where there is a good signal, but in areas with a marginal signal, such as my apartment, the phone will drop calls left and right, and fade in and out about 5 seconds of every minute (this is outside, so interference from the building is not the cause). In my residence, I use my husband's Sanyo, as it gets an excellent signal, and doesn't drop nearly as many calls. I have had Sprint check out the phone, and they say it is working correctly. I can only assume it is the poor quality of the phone that is to blame. The phone is quite big for what I would expect from a modern phone, with no camera. In a small purse, it takes up a lot of room. What is more important is that the phone is cheaply made, and has a cheap feel to it. It's made out of rather flimsy plastic. I dropped the phone once onto concrete from about 3 feet up, and the antenna head got a crack in it and a corner of the phone got serious scratches. Also, the screen can be difficult to read in bright sunlight, but it's quite bright otherwise. As far as battery life goes, it's not that great. I've gone to bed with the battery half full and have woken up to a dead phone. I believe the poor reception in my immediate area is to blame, as the phone searches for a signal and that takes battery time. Talk time is decent. Pros: *LOUD ringer *lots of features, but I rarely use them.",5
B003W646YK,Motorola,Motorola i570 Nextel iDen PTT rugged black cell phone,2.9,https://www.amazon.com/product-reviews/B003W646YK,3,79,0,brittho,4,"August 17, 2004",FALSE,Great free phone for Sprint customers.,This is an excellent choice for Sprint to use when enrolling new customers for service. It is the free option for most new customers and it has been excellent after a year of ownership. I love how it lights up when someone is calling which helps to really find the phone quickly when you are in the dark. If you have the phone in a purse it really makes it easy to find due to this fact. The Nokia phone seems to be tougher to me than the Samsung phones at the Sprint store also. So my only issue with the phone is the fact that since it is not a flip phone the keypad must be locked before I drop the phone in my pants pocket. This can be annoying if you get used to owning a flip phone before moving to the Nokia.,1
B003XREZ4O,Samsung,"Samsung Gusto, Black (Verizon Wireless)",3.4,https://www.amazon.com/product-reviews/B003XREZ4O,16,99.99,0,Marcel Thomas,1,"March 5, 2016",TRUE,Stupid phone,DON'T BUY OUT OF SERVICE,
B0046REOWS,Samsung,Samsung T201G Prepaid Phone (Net10),3.6,https://www.amazon.com/product-reviews/B0046REOWS,22,64.94,0,William B.,4,"February 9, 2006",FALSE,Exellent Service,I have been with nextel for nearly a year now I started out this time last year with the Motorola i205 and just upgraded to the i265 it is one of the best phones I have ever had the service is the best I have ever had I have no problems making or reciving calls. If you are considering nextel give it a shot they are in my opinion the best cell company out there.,
B004C7NVD0,Samsung,Samsung Convoy SCH-U640 Cell Phone Ruggedized PTT 2+ megapixel Camera for Verizon,3.2,https://www.amazon.com/product-reviews/B004C7NVD0,107,199.99,0,K. Mcilhargey,5,"February 7, 2006",FALSE,I love it,"I just got it and have to say its easy to use, i can hear the person talking just fine and i have had no problems dealing with nextel.",
B004GLQTG8,Samsung,Samsung R355C Net 10 Unlimited,3.5,https://www.amazon.com/product-reviews/B004GLQTG8,146,79.99,0,Stephen Cahill,1,"December 20, 2016",TRUE,Phones locked,1 star because the phones locked so I have to pay additional fees to unlock it,
B004H23JXW,Samsung,"Samsung Focus I917 Unlocked Phone with Windows 7 OS, 5 MP Camera, and Wi-Fi--No Warranty (Black)",3.4,https://www.amazon.com/product-reviews/B004H23JXW,349,0,0,Mihir,5,"December 13, 2009",TRUE,Excellent product,The product has been very good. I had used this cell phone in one of my projects and it worked wonders. I will definitely recommend this to anyone interested in buying it....,
B004MK9VLS,Nokia,Nokia C3 Prepaid GoPhone (AT&T) with $30 Airtime Credit,3,https://www.amazon.com/product-reviews/B004MK9VLS,7,0,0,L. Hughes,1,"July 21, 2005",FALSE,WARNING,"My problems with nextel did not stop when I canceled my service. I will get to the problems with the service. When I went to get a new phone a day before my contract expired, I of course wanted to keep my number. So as I went to get my Cingular phone (highly recommended), I had the old number switched to my new number. Today, I get in the mail my nextel statement for the month with a $200 early termination even though I had not canceled my service, but had simply got a new phone and switched my number over. This was on icing on the cake after 2 years of absolutely amazingy bad service from nextel. In my town, not a small town by any means, there are very few places that have any service. In the largest subdivision, you cannot get service anywhere. I constantly get comments from people trying to reach me that get the classic nextel line...Please hold while the nextel subscriber you are trying to reach is located. Most of the time I would not even recieve incoming calls, calls would go straight to my voice mail. Not only would I not get the calls, but often I would not even get the voice mails until days or even weeks later. When I did actually take calls (and call out), I cannot count the number of times I've had my call dropped. I recieved so many different error messages sometimes I wonder if they just spend all their time at nextel thinking of different error messages to program into their phones. That brings me to the selling point of nextel, the famed and well-loved direct connect feature. This is an absolute joke. Direct connect only works MAYBE half the time I tried to use it. Even then, in the middle of the conversation I would be greeted by the loud beep of my phone telling me I wont be talking to that person anymore. Of course, I would expect nothing less from the nextel network. Text messaging with nextel is next to impossible. If it did not take hours to send or recieve a message, it took days, or maybe didn't even come at all. The internet access was fine, it the rare instance that it worked. Of course, when you don't have service, you don't get the internet access either. I was constantly getting the message ""network not available"". Calling and trying to complain to nextel is futile. Trying to get through to customer service takes forever and once you get through they do nothing. My experience with nextel has been nothing short of a disaster and I write this trying to warn anyone considering nextel. Stick with Verizon or Cingular and you will be much happier in the end. Don't make the same mistake I did.",
B004YBP8EY,Samsung,Samsung SA-S5260WESP Cellphone - Unlocked Phone - US Warranty - White,3.1,https://www.amazon.com/product-reviews/B004YBP8EY,23,0,0,1 Stop 4 Whats HOT,5,"June 27, 2009",FALSE,NEXTEL BOOST PHONE,GREAT PRODUCT THAT IS AS GREAT FOR NEXTEL AS IT IS FOR BOOST INSERT YOUR SIM & GO!,
B005B3OXWC,Samsung,Samsung Freeform III Prepaid Phone (MetroPCS),3.1,https://www.amazon.com/product-reviews/B005B3OXWC,32,0,0,Thomas,4,"September 17, 2010",TRUE,"Nice, but","I bought this phone to replace an LG phone that I didn't like. As I expected, all I had to do was put the old SIM card in the new phone and it worked. There are two serious drawbacks to this device, both related to the candy bar style. First, all the buttons are exposed, so it's easy to hit one accidentally. Second, the screen is easily scratched. This one got scratched making it difficult to read in sunlight. Aside from those two flaws, the phone works great. Connectivity, battery life, and quality of voice are superb. Since I don't do texting I can't comment on that. It is nice and small, and if it came with a case, or if I could find a case for it, then it would be perfect for my needs. The price was right. Now I have a new SIM card with $10 worth of calling on it that I don't need.",
B006OU39QW,Samsung,Verizon Samsung Convoy U660 No Contract Rugged PTT Cell Phone Grey Verizon,4.1,https://www.amazon.com/product-reviews/B006OU39QW,252,0,0,"Kei, San Jose, CA",1,"May 13, 2017",TRUE,It seems it doesn't work with the existing AT&T SIM card.,"I purchased this phone for my AT&T phone replacement, even though one of the FAQ mentioned it works with AT&T SIM, in my case, it didn't. Since this is my primary phone, in stead of spending time to see the reason, I'll go with other phone, which specifically says it's ""unlocked"".",
B006VH79R8,Samsung,Samsung Replenish Prepaid Android Phone (Boost Mobile),3.7,https://www.amazon.com/product-reviews/B006VH79R8,84,14.99,0,Kristy,1,"March 13, 2019",TRUE,Supply are needed,The phone did not come with a charger and didn't have a sims card.,
B00727AODC,Samsung,"Samsung Focus Flash I677 8GB Unlocked GSM Phone with Windows 7.5 OS, 5MP Camera, GPS, Wi-Fi, Bluetooth and FM Radio - Black",3.1,https://www.amazon.com/product-reviews/B00727AODC,123,0,0,MARIO GAUTIER,5,"May 1, 2017",TRUE,Five Stars,SERVED ME WELL AS A BACK UP PHONE.,
B007LU0HU0,Samsung,Samsung Replenish SPH-M580 Blue No Contract Sprint Cell Phone,2.5,https://www.amazon.com/product-reviews/B007LU0HU0,10,249.99,0,R-Dash,3,"February 10, 2009",TRUE,does the job,I got this phone just as secondary cell phone. It is really lightweight and very cheap. The receiption is good. But most of the time a windy noise is heard when somebody is calling to this cell phone.,
B007X6FFLS,Samsung,Samsung a157 GoPhone (AT&T),3.4,https://www.amazon.com/product-reviews/B007X6FFLS,305,97.69,0,John R. Risden,4,"January 19, 2011",TRUE,Awesome with a But!!,Sturdy - clarity is great - easy to use Only problem - no Speaker option...... Big issue for me but im living with it atm.,
B0081TDISI,Motorola,Motorola Brute i686 Rugged PTT For Sprint,2.8,https://www.amazon.com/product-reviews/B0081TDISI,10,0,0,Amazon Customer,1,"February 3, 2017",TRUE,One Star,Phone stoped working,
B00836Y6B2,Nokia,Nokia Lumia 900 Black Factory Unlocked,3.2,https://www.amazon.com/product-reviews/B00836Y6B2,929,109.98,0,New York,5,"May 23, 2013",TRUE,Is cheap but ok quality,It does a beautiful job. I have used this item with my att account. its good to see my bill so little and avoided big amount of bills..i would recommend this product to any body. Very good quality it really met my expectations,
B008PAW5EQ,Samsung,"Samsung U365 Gusto 2 Prepaid Phone (Verizon Wireless, Prepaid)",3.7,https://www.amazon.com/product-reviews/B008PAW5EQ,74,0,0,kalani,3,"July 22, 2014",TRUE,Three Stars,way too small,
B0096DERAG,Motorola,Motorola MC75A Hand Held Computer Windows Mobile 6.5 MC75A8-PYFSWQRA9WR,1,https://www.amazon.com/product-reviews/B0096DERAG,1,499.95,0,Trevor Arms,1,"February 11, 2014",TRUE,This phone gave me a concussion. and may come with a faulty battery.,"I asked my friend to toss me my phone, but what he heard was ""Hey, throw that phone as hard as you can at my head"", so he did. Hit me square in the temple and I dropped. Needless to say this is a very sturdy phone, very simple and easy to use, long battery life (Like really long, like Stretch Armstrong long), takes being dropped and smacked around like a champ. If this phone was my son, i'd be proud, and afraid. The texting takes a little to get used to, but I digress. Smart Phones are for dummies. P.S you can create your own ringtones on this phone, provides way more entertainment than Flappy Bird.",
B0096QYH80,Motorola,"Motorola Droid RAZR M XT907 Verizon Wireless, 8GB, White",3,https://www.amazon.com/product-reviews/B0096QYH80,488,349.99,0,zzzzzzzzzz,5,"April 10, 2008",FALSE,Tough phone,"We never use cell phones, but thought we needed one for a long road trip. With our last phone we were always irritated that the battery seemed to be dead every time we tried to use it. Based on reviews, we chose this phone. Battery life is great! And the phone really does handle abuse very well. My husband forgot it was in his shirt pocket. The phone went through the washer and dryer and still works as well as ever!! I'm not sure how it would work as an everyday phone, but for those who only need it occasionally I would highly recommend. It will be there, charged and ready when you need it.",
B009LRMQTG,Motorola,Telcel America Motorola Pre-Paid Cell Phone - Motogo! EX431G - Black,3.9,https://www.amazon.com/product-reviews/B009LRMQTG,196,99.99,0,Valli LaMar,5,"June 21, 2012",FALSE,4-1/2 years!,"I have had this model phone for 4-1/2 years and only now the battery is beginning to fail. FANTASTIC little phone that doesn't drop calls, can stick in a pocket or purse easily, does exactly what it is supposed to do at an unbeatable price. Refill for $100 and get a bonus $5.",
B00A2V7BA4,Nokia,"Nokia Lumia 920, Black 32GB (AT&T)",3.4,https://www.amazon.com/product-reviews/B00A2V7BA4,468,209.67,0,S. Chan,5,"October 3, 2007",FALSE,simply great!,"Easy to use features, slim in size at a very good price. It is better compare to my exsiting T-Mobile prepaid phone. I called from a landline to both phones and the at& t picked up within 13 seconds while the T-Mobile at 25 sec or most of the time, just jumped to my voice mail only. I highly recommend at&t.",
B00A2V7ULY,Nokia,"Nokia Lumia 920, Yellow 32GB (AT&T)",3,https://www.amazon.com/product-reviews/B00A2V7ULY,45,184.18,0,SlashMaster1,5,"September 25, 2007",FALSE,More than great,"This phone is great. Simple to use, great battery life, always has a strong signal and AT&T has a great pay-as-you go plan. I'm happy.",
B00A408AF8,Samsung,"Samsung Galaxy Express, Gray 8GB (AT&T)",2.9,https://www.amazon.com/product-reviews/B00A408AF8,8,389.28,0,Sirni,4,"February 13, 2008",FALSE,motorola c168i,It is just a basic phone and is an effective phone for people who do not need a lot of features. The size is good.,
B00A7F57EM,Nokia,Nokia Lumia 822 16GB Windows Phone Black - Verizon,3.4,https://www.amazon.com/product-reviews/B00A7F57EM,62,204.16,0,Carolyn V. Nettleship,4,"July 19, 2008",FALSE,Good little phone,"this is a good little inexpensive phone - basic, but that's what I wanted! Just a phone for my pay as you go plan!",
B00A7F5M9W,Nokia,"Nokia Lumia 822, White 16GB (Verizon Wireless)",3.6,https://www.amazon.com/product-reviews/B00A7F5M9W,23,0,0,PortlandHome,5,"October 29, 2010",FALSE,Great phone,"I almost never write reviews for anything, but this stupid little cheap phone has proven so reliable and indestructible that I just had to say something. I bought this phone at least 3 (maybe 4) years ago, after two ""fancy"" (expensive) flip phones each lasted less than a year before falling apart. My goal was not to buy a phone that would last 4 years (I didn't expect any phone would) and certainly was not to buy a $20 phone that would last 4 years. My goal was just not to spend $150 on another phone. I hoped it might last 6 months, until I decided what to do next (change service providers, get a new contract with a free phone, etc.) To my surprise, this little brick of a phone just keeps going. It has not been treated lightly (I recently opened up the back to find the serial #, and found it full of dirt & dust). It has crashed with me skiing, been splashed with salt water while sailing, and been drenched in sweat while in my bike jersey. Still, it works. Complaints: I dearly wish it had a camera, even a crappy one. Sometimes the exposed buttons get pressed accidentally. It has no fancy features. But I'm going to buy another one-- just in case this one ever quits. UPDATE 1/1/12: This phone is still going. 5+ years now. I bought this phone when the first-generation iPhone came out. Four generations of iPhone later, I still don't have one, because this phone has refused to die. Incredible.",
B00ACZ0DUA,Nokia,Nokia Lumia 920 32GB Unlocked GSM Windows 8 Smartphone w/ Carl Zeiss Optics Camera - Yellow,3,https://www.amazon.com/product-reviews/B00ACZ0DUA,74,182.25,0,Big Cadillac,5,"June 7, 2009",FALSE,Perfect Bare-Bones and Practically Indestructible Phone!,"I have had the C168i for two years as a replacement for a different phone I broke. Note that it is a ""goPhone"" but you can use any monthly ATT service with it just by putting your SIM card in. My friends make fun of me for my boring looking phone, but they have since gone through 4-5 $150-200 phones while my $20 ""crap"" phone is still going and going... This phone is perfect for someone who doesn't need a camera, videos, bell and whistles stuff, but wants a sturdy reliable phone with a long battery life. It is also very inexpensive. Also, I attest to the main review that this phone is a ""TERMINATOR"" phone, meaning it is EXTREMELY resistant to almost all forms of physical harm. I have never tried soaking it in water, but I have dropped it, thrown it, scraped it, kicked it etc. and the screen and battery are still perfectly functional. Great battery life as well. My battery has NEVER run out on me. EVER! And I am super-negligent when it comes to charging it. Of course, the phone really only has normal calling and basic texting. The only complaint I would make is that entering new contacts into the address book is somewhat difficult and counter-intuitive until you learn how to do it. You won't regret buying this phone.",
B00B5081MI,Samsung,"Samsung A157 Unlocked GSM Cell Phone with Internet Browser, 3G Capabilities, SMS & MMS and Speakerphone - Black",2.4,https://www.amazon.com/product-reviews/B00B5081MI,49,114.99,0,Linda,4,"May 20, 2008",FALSE,Motorola Fan,"I've been using this phone for about three weeks, now, and it truly is a nice little phone. It's small, light, and the keypad and screen really light up...you can actually see the screen in very bright sunlight! It does everything I want a phone to do. The graphics on the web are really very good, although accessing the web is rather slow. The keypad IS quite small, and this could be a problem for most men, but it's perfect for me. The only negative is that it doesn't have speaker phone capability. The battery life is, as the others have said, amazing! As for the person whose wife's phone was dead, it probably was jostled in her purse and was inadvertently turned on. I prefer bar phones to any other kind (not sure why), and one of the first things I learned was to lock the keypad whenever I put it in my purse, in my pocket, or any other place where it would be possible for the phone to be accidentally turned on. It's a simple matter of pushing two keys to turn on the lock or to shut it off, and sure saves a lot of battery life.",
B00BV1MVJ0,Samsung,"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",3.8,https://www.amazon.com/product-reviews/B00BV1MVJ0,1,144.71,0,Mario C,4,"August 23, 2007",FALSE,Solid phone,"Well, my phone that came with my service plan is.. well.. its now a paper weight (darn razrs!!) I didnt want to spend another 100+ on a phone that wil just break, then i stumbled upon these gophones, they are from 19.99-99.99 at best buy and work perfectly with my AT&T monthly subscription SIM card, so its just a crazy cheap phone. The battery life is AMAZING, its rated 9 hours, when i first bought it i opened it in the store and turned it on, it had 1 bar. It wasnt for another 3 hours untill i got home to charge it, and it still had the same 1 bar of battery life. I also talked a good 25 minutes too. VERY durable, i love the battery back, its not one of those slide ones (like some Sony phones), and its not one where you just push a button (like the RAZR). its a combination, you press the butten and then slide, it works REALLY WELL so there is very little chance you will break/lose the cover. came preloaded with 3 games for me, this cool space invader style game, a soccer game, and this weird mole game that is my personal favorite. Came with a TON of actually decent tones you can set as your ringtone.. unlike the RAZR which came with a horrid selection. it also came with an unactivated brand new sim card. so if your like me and you just bought this phone so you can put your old sim card into it, you will get a bonus sim card that you can sell on craigslist for like 10-15 dollars, seeing that it came with one of the new 3G cards. my only real complaint is that the keypad is really cramped, but its still easily usable, but you still get the feeling that its cramped, and my phone only came with 3 preloaded images to set as my wallpaper, and at times the call quality is a little shakey, but it rarely happens and when it does it goes away very fast... but for 30 dollars! thats a fraction of a price than the cheapest upgrade service plan phone. ---- I really doubt anybody will actually read this edit, but it is definitely worth a mention. I have had this phone since august (its Feb. 11). I hope dropped it countless times, this phone WILL NOT BREAK. Seriously, I've tried. I take horible care of this phone. I wanted to test its durability (and show off to my friends that my 20 dollar phone is more durable than your 5,000,000,000 dollar one) As demonstrations I've thrown it at trees, walls, concrete sidewalk, I've thrown it in the snow... hell I've even tossed it on the concrete and invited my friends to join me in a game of soccer with it. No joke. I didn't just do this once, but several, several times. The worst that has happened to it is the battery-cover snapped off and the battery fell out, all I had to do was put the battery back in, snap on the cover and turn the phone on. After about 4 months of treating it like that I did the same thing, actually just today (Feb. 11th). I chucked it at the concrete ground, the battery/battery cover flew off (as usual) but to my surprise when I turned it on I had a small black bar through the screen, but even more surprising is that it still works perfectly, everything does. It amazes me how poorly I've taken care of this phone, if I had done even 1/16th of the things I did to this phone to my old RAZR I can assure you it would have snapped in half or something. I highly recommend this phone. I'm going to buy another one soon, heck I might even pick up 2 one for an emergency replacement.",
